total_sessions,total_messages,first_session,last_computed,longest_session_id,longest_session_duration_h,longest_session_messages
126,107519,2026-01-06T03:32:47.678Z,2026-02-20,37eeb641-9f48-4c88-a6bf-93b50e7891f7,74.8,1155
